CustomerID,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Contract,Phone_Service,Internet_Service,Multiple_Lines,Streaming_TV,Streaming_Movies,Online_Security,Tech_Support,Online_Backup,Device_Protection,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,CLTV,Churn_Label,Churn_Value,Churn_Score,Churn_Reason
0123-CRBRT,United States,California,Monterey Park,91755,34.049172,-118.115022,Female,No,Yes,No,61,Two year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Mailed check,88.1,5526.75,5152,No,0,40,
6292-TOSSS,United States,California,Mt Baldy,91759,34.231318,-117.662032,Male,No,No,No,50,Two year,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.9,1195.25,4297,No,0,68,
3197-ARFOY,United States,California,Ontario,91761,34.035602,-117.591528,Female,Yes,No,No,19,Month-to-month,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed check,105,2007.25,3524,No,0,59,
7014-ZZXAW,United States,California,Montclair,91763,34.072121,-117.698319,Female,No,Yes,No,71,Two year,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),24.25,1732.95,5409,No,0,59,
7633-MVPUY,United States,California,Diamond Bar,91765,33.992416,-117.807874,Male,No,Yes,No,57,Two year,Yes,DSL,No,No,No,Yes,Yes,Yes,No,Yes,Electronic check,59.75,3450.15,4012,No,0,68,
4716-HHKQH,United States,California,Pomona,91767,34.083086,-117.737997,Male,Yes,Yes,No,20,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Electronic check,107.05,2172.05,5328,No,0,65,
3179-GBRWV,United States,California,San Gabriel,91775,34.114772,-118.089431,Male,Yes,Yes,No,21,Month-to-month,Yes,DSL,No,No,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),64.95,1339.8,4604,No,0,23,
8645-KWHJO,United States,California,San Gabriel,91776,34.089927,-118.095645,Male,No,No,No,14,Month-to-month,No,DSL,No phone service,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,55,771.95,4900,No,0,23,
4130-MZLCC,United States,California,Temple City,91780,34.101608,-118.055848,Female,No,No,No,5,Month-to-month,Yes,DSL,No,No,No,No,No,Yes,No,No,Bank transfer (automatic),50.55,244.75,2739,No,0,54,
0314-TKOSI,United States,California,Upland,91784,34.141146,-117.655583,Female,No,No,No,6,Month-to-month,Yes,DSL,No,No,No,Yes,No,Yes,No,No,Mailed check,55.15,322.9,5377,No,0,42,
8229-MYEJZ,United States,California,Upland,91786,34.105493,-117.660934,Female,No,No,No,10,Month-to-month,Yes,DSL,No,No,No,No,No,Yes,No,No,Electronic check,51.2,498.25,5765,No,0,47,
2080-SRCDE,United States,California,Walnut,91789,34.018354,-117.854920,Female,No,No,Yes,1,Month-to-month,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.4,25.4,4556,No,0,38,
9577-WJVCQ,United States,California,West Covina,91790,34.066964,-117.937007,Female,No,No,No,68,Month-to-month,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Mailed check,54.45,3687.75,5310,No,0,24,
6202-DYYFX,United States,California,West Covina,91792,34.024405,-117.898722,Female,No,No,No,22,One year,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Credit card (automatic),76,1783.6,2031,No,0,41,
3808-HFKDE,United States,California,Alhambra,91801,34.090925,-118.128164,Female,No,No,No,20,Month-to-month,Yes,DSL,No,No,No,No,No,No,No,Yes,Electronic check,44.35,927.15,3460,No,0,59,
3727-OWVYD,United States,California,Campo,91906,32.673483,-116.472863,Male,No,No,No,35,One year,Yes,DSL,No,No,No,Yes,No,Yes,Yes,No,Mailed check,61.2,2021.2,2075,No,0,70,
2294-SALNE,United States,California,Chula Vista,91910,32.636792,-117.054989,Male,No,Yes,No,23,One year,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,Mailed check,86.8,1940.8,3200,No,0,54,
4847-TAJYI,United States,California,Chula Vista,91911,32.607964,-117.059459,Female,Yes,No,No,6,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,Yes,Electronic check,89.35,567.8,2578,No,0,75,
1563-IWQEX,United States,California,Chula Vista,91913,32.641640,-116.985026,Female,No,No,No,12,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.7,220.35,5715,No,0,71,
8203-XJZRC,United States,California,Chula Vista,91914,32.688506,-116.938632,Male,No,No,No,1,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,20.25,5384,No,0,57,
6556-DBKZF,United States,California,Chula Vista,91915,32.605012,-116.975950,Female,No,Yes,Yes,71,Two year,Yes,Fiber optic,No,No,No,No,No,No,Yes,No,Electronic check,76.05,5436.45,5841,No,0,26,
6851-WEFYX,United States,California,Descanso,91916,32.912664,-116.635387,Male,Yes,Yes,No,35,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic check,100.8,3437.5,3318,No,0,38,
2985-JUUBZ,United States,California,Dulzura,91917,32.622999,-116.687855,Male,No,Yes,Yes,40,Month-to-month,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic check,74.55,3015.75,3718,No,0,64,
0895-LMRSF,United States,California,Imperial Beach,91932,32.579134,-117.119009,Male,No,No,No,23,One year,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Bank transfer (automatic),64.9,1509.8,3314,No,0,50,
8266-VBFQL,United States,California,Jamul,91935,32.695681,-116.798386,Male,No,No,No,4,Month-to-month,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Yes,Electronic check,90.4,356.65,3314,No,0,35,
8181-YHCMF,United States,California,La Mesa,91941,32.759327,-116.997260,Female,No,Yes,No,68,Two year,No,DSL,No phone service,Yes,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),60.3,4109,4864,No,0,24,
2240-HSJQD,United States,California,La Mesa,91942,32.782501,-117.016110,Male,No,No,Yes,38,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,Yes,Mailed check,81.85,3141.7,3571,No,0,55,
1248-DYXUB,United States,California,Lemon Grove,91945,32.733564,-117.033713,Male,No,Yes,Yes,52,Two year,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,24.8,1229.1,5320,No,0,76,
4115-BNPJY,United States,California,National City,91950,32.671020,-117.095235,Male,No,Yes,No,29,Two year,Yes,DSL,No,Yes,Yes,No,Yes,No,Yes,No,Mailed check,75.55,2054.4,5625,No,0,44,
3167-SNQPL,United States,California,Pine Valley,91962,32.800671,-116.483363,Male,Yes,Yes,Yes,38,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,No,Electronic check,101.15,3741.85,4036,No,0,78,
4091-TVOCN,United States,California,Potrero,91963,32.619465,-116.593605,Male,No,No,No,48,One year,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),78.75,3682.45,2257,No,0,69,
1098-TDVUQ,United States,California,Spring Valley,91977,32.726627,-116.994608,Female,No,No,No,1,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.25,19.25,4745,No,0,66,
7277-OZCGZ,United States,California,Spring Valley,91978,32.730264,-116.950963,Female,No,No,No,22,Month-to-month,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,No,Yes,Electronic check,89.05,1886.25,5479,No,0,75,
1557-EMYVT,United States,California,Tecate,91980,32.587557,-116.636816,Female,No,No,No,43,Two year,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.05,4895.1,4115,No,0,57,
2799-ARNLO,United States,California,Bonsall,92003,33.290907,-117.202895,Female,Yes,Yes,No,5,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,No,Yes,Electronic check,69.35,341.6,5437,No,0,41,
5027-YOCXN,United States,California,Cardiff By The Sea,92007,33.015866,-117.272254,Male,No,Yes,No,51,One year,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),110.05,5686.4,5604,No,0,56,
3973-SKMLN,United States,California,Carlsbad,92008,33.148116,-117.306043,Male,No,No,No,71,Two year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.9,1355.1,5308,No,0,28,
6745-JEFZB,United States,California,El Cajon,92019,32.785165,-116.862648,Male,No,Yes,No,35,Month-to-month,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No,Yes,Credit card (automatic),91.5,3236.35,3617,No,0,78,
9880-TDQAC,United States,California,El Cajon,92021,32.832706,-116.873258,Female,No,Yes,No,72,Two year,No,DSL,No phone service,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,60,4264,5471,No,0,43,
8705-WZCYL,United States,California,Encinitas,92024,33.054579,-117.256650,Male,No,No,No,1,Month-to-month,Yes,DSL,No,No,No,No,No,No,No,Yes,Electronic check,44.8,44.8,2269,No,0,31,
7102-JJVTX,United States,California,Escondido,92025,33.081478,-117.033814,Female,No,Yes,No,9,One year,Yes,DSL,No,No,No,Yes,No,No,No,No,Mailed check,48.6,422.3,4562,No,0,46,
8626-PTQGE,United States,California,Escondido,92026,33.218460,-117.116916,Male,No,No,No,69,Two year,No,DSL,No phone service,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),60.05,4176.7,5388,No,0,22,
4983-CLMLV,United States,California,Escondido,92027,33.141265,-116.967221,Female,No,Yes,No,52,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),102.7,5138.1,4044,No,0,63,
5701-YVSVF,United States,California,Fallbrook,92028,33.362575,-117.299644,Female,Yes,Yes,No,11,Month-to-month,Yes,Fiber optic,No,Yes,No,No,Yes,No,No,Yes,Electronic check,82.9,880.05,4413,No,0,21,
5697-GOMBF,United States,California,Julian,92036,32.980678,-116.262854,Female,Yes,Yes,Yes,28,Month-to-month,No,DSL,No phone service,Yes,No,No,No,No,No,Yes,Electronic check,35.9,973.65,5444,No,0,34,
2739-CACDQ,United States,California,La Jolla,92037,32.853743,-117.250340,Female,Yes,No,No,17,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Yes,Credit card (automatic),82.65,1470.05,3754,No,0,26,
9385-EHGDO,United States,California,Lakeside,92040,32.909873,-116.906774,Female,No,Yes,Yes,35,Two year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.85,739.35,4177,No,0,46,
9498-FIMXL,United States,California,Oceanside,92054,33.351059,-117.420557,Female,No,No,No,8,One year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.2,161.95,5272,No,0,40,
2379-GYFLQ,United States,California,Oceanside,92056,33.194742,-117.290320,Male,No,No,No,46,One year,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit card (automatic),94.9,4422.95,5316,No,0,50,
2088-IEBAU,United States,California,Poway,92064,32.984395,-117.013454,Female,No,No,No,68,Two year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,88.15,6148.45,5531,No,0,46,
7982-VCELR,United States,California,Ramona,92065,33.044541,-116.833922,Female,No,No,No,36,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Yes,Credit card (automatic),94.8,3565.65,2807,No,0,22,
6035-BXTTY,United States,California,Rancho Santa Fe,92067,33.012751,-117.200617,Female,Yes,No,No,32,Month-to-month,Yes,DSL,No,No,No,No,Yes,Yes,No,No,Bank transfer (automatic),54.65,1830.1,4045,No,0,56,
6885-PKOAM,United States,California,San Marcos,92069,33.162624,-117.170863,Female,No,Yes,No,71,Two year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),85.75,6223.8,4487,No,0,57,
7520-HQWJU,United States,California,Santa Ysabel,92070,33.174725,-116.743329,Female,No,Yes,Yes,66,Month-to-month,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),67.45,4508.65,4172,No,0,26,
9639-BUJXT,United States,California,Santee,92071,32.847336,-116.997605,Male,No,No,No,63,One year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.5,1328.15,5997,No,0,28,
5924-SNGKP,United States,California,Solana Beach,92075,33.001813,-117.263628,Female,No,No,No,41,One year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.25,865,3972,No,0,25,
0021-IKXGC,United States,California,San Marcos,92078,33.119028,-117.166036,Female,Yes,No,No,1,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Electronic check,72.1,72.1,4432,No,0,50,
8966-SNIZF,United States,California,Vista,92083,33.174940,-117.242761,Female,No,Yes,No,70,Two year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.45,1303.5,5540,No,0,57,
6243-OZGFH,United States,California,Vista,92084,33.227840,-117.200024,Female,No,No,No,23,Month-to-month,No,DSL,No phone service,Yes,Yes,No,No,No,No,Yes,Electronic check,44.95,996.85,3248,No,0,65,
4654-DLAMQ,United States,California,Warner Springs,92086,33.323705,-116.626907,Female,Yes,Yes,No,64,One year,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),97,6430.9,4053,No,0,68,
0513-RBGPE,United States,California,Rancho Santa Fe,92091,32.993560,-117.207121,Male,No,Yes,No,37,Two year,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),62.8,2278.75,5229,No,0,66,
5160-UXJED,United States,California,San Diego,92101,32.725230,-117.171346,Male,No,No,No,17,One year,Yes,DSL,No,No,No,No,No,No,No,No,Mailed check,44.6,681.4,2130,No,0,67,
4115-NZRKS,United States,California,San Diego,92102,32.716007,-117.117462,Female,Yes,No,No,7,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,Yes,Electronic check,89.15,574.35,2415,No,0,25,
3351-NGXYI,United States,California,San Diego,92106,32.713460,-117.236378,Female,Yes,No,No,16,Month-to-month,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Electronic check,54.1,889,2276,No,0,38,
8984-EYLLL,United States,California,San Diego,92107,32.741852,-117.243453,Male,No,Yes,No,64,Two year,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Electronic check,105.25,6823.4,5682,No,0,72,
9833-TGFHX,United States,California,San Diego,92109,32.787836,-117.232376,Male,No,Yes,No,42,One year,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,No,Electronic check,97.1,4016.75,2170,No,0,71,
9294-TDIPC,United States,California,San Diego,92110,32.765010,-117.199380,Male,No,No,Yes,5,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.2,83.75,5169,No,0,58,
5229-DTFYB,United States,California,San Diego,92111,32.805518,-117.169052,Female,No,No,No,41,Two year,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),98.8,3959.15,5584,No,0,69,
0104-PPXDV,United States,California,San Diego,92113,32.697098,-117.116587,Male,No,Yes,No,58,One year,Yes,DSL,No,No,No,No,No,No,Yes,No,Credit card (automatic),50.3,2878.55,5232,No,0,30,
5176-LMJXE,United States,California,San Diego,92114,32.707892,-117.055120,Female,No,No,No,47,Two year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.55,945.7,5404,No,0,53,
3583-KRKMD,United States,California,San Diego,92115,32.762506,-117.072450,Male,No,No,No,18,Month-to-month,Yes,Fiber optic,No,No,No,No,Yes,No,No,Yes,Bank transfer (automatic),75.9,1373.05,4668,No,0,62,
9069-LGEUL,United States,California,San Diego,92117,32.825086,-117.199424,Male,No,Yes,No,23,Month-to-month,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),59.95,1406,5379,No,0,42,
7302-ZHMHP,United States,California,Coronado,92118,32.686740,-117.186612,Female,No,No,No,1,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.15,19.15,2577,No,0,51,
9571-EDEBV,United States,California,San Diego,92119,32.802959,-117.027095,Male,No,Yes,No,71,One year,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),98.65,6962.85,5101,No,0,28,
3520-FJGCV,United States,California,San Diego,92120,32.807867,-117.060993,Male,No,Yes,Yes,72,Two year,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),112.6,8126.65,6486,No,0,70,
6563-VRERX,United States,California,San Diego,92121,32.898613,-117.202937,Male,No,Yes,No,33,One year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.6,690.25,5212,No,0,52,
6122-EFVKN,United States,California,San Diego,92123,32.808814,-117.134694,Male,No,No,No,24,Two year,No,DSL,No phone service,No,No,Yes,Yes,No,No,No,Mailed check,35.75,830.8,5531,No,0,64,
2805-EDJPQ,United States,California,San Diego,92124,32.827238,-117.089287,Female,No,Yes,No,56,One year,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),99.75,5608.4,5926,No,0,68,
6862-CQUMB,United States,California,San Diego,92126,32.886925,-117.152162,Male,No,No,No,37,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Yes,Credit card (automatic),96.1,3646.8,2640,No,0,75,
7156-MXBJE,United States,California,San Diego,92127,33.017518,-117.118456,Female,No,No,No,43,One year,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),85.1,3662.25,2319,No,0,5,
6158-HDPXZ,United States,California,San Diego,92128,33.000269,-117.072093,Male,No,No,No,1,Month-to-month,No,DSL,No phone service,No,No,No,No,No,No,No,Mailed check,25.35,25.35,4193,No,0,51,
2863-IMQDR,United States,California,San Diego,92130,32.957195,-117.202542,Female,No,No,No,61,Two year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Electronic check,89.65,5308.7,6149,No,0,48,
5686-CMAWK,United States,California,San Diego,92131,32.893250,-117.087091,Male,No,No,No,17,One year,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,No,Electronic check,86.75,1410.25,5863,No,0,29,
5651-CRHKQ,United States,California,San Diego,92139,32.677716,-117.047666,Female,No,Yes,No,41,One year,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),86.2,3339.05,5325,No,0,62,
8204-YJCLA,United States,California,San Ysidro,92173,32.555828,-117.040073,Male,Yes,Yes,No,72,Two year,No,DSL,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),64.8,4732.35,4886,No,0,68,
6583-SZVGP,United States,California,Indio,92203,33.752938,-116.230055,Male,No,No,No,48,Two year,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),108.1,5067.45,5994,No,0,76,
1708-PBBOA,United States,California,Banning,92220,33.936298,-116.849577,Female,No,No,No,42,One year,No,DSL,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,54.75,2348.45,3179,No,0,62,
8782-LKFPK,United States,California,Beaumont,92223,33.946982,-116.977672,Male,No,No,No,44,Month-to-month,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Yes,Mailed check,90.4,4063,4751,No,0,63,
5522-JBWMO,United States,California,Blythe,92225,33.674583,-114.716120,Male,No,No,Yes,1,Month-to-month,Yes,DSL,No,No,No,No,No,No,No,No,Electronic check,44,44,4020,No,0,29,
3597-MVHJT,United States,California,Brawley,92227,33.039330,-115.191857,Female,No,No,No,27,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Bank transfer (automatic),95.6,2595.25,2026,No,0,21,
9774-NRNAU,United States,California,Cabazon,92230,33.929812,-116.760580,Male,Yes,Yes,No,27,Month-to-month,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),84.8,2309.55,5352,No,0,75,
0224-RLWWD,United States,California,Calexico,92231,32.690654,-115.431225,Female,Yes,No,No,2,Month-to-month,Yes,DSL,No,No,No,No,No,No,No,Yes,Electronic check,44.3,89.3,3805,No,0,44,
9967-ATRFS,United States,California,Calipatria,92233,33.143826,-115.497485,Female,No,No,No,19,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,367.55,3245,No,0,21,
3951-NJCVI,United States,California,Cathedral City,92234,33.829583,-116.474131,Female,Yes,Yes,No,42,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Electronic check,95.05,3944.5,2677,No,0,34,
2977-CEBSX,United States,California,Coachella,92236,33.680031,-116.171678,Female,No,No,No,66,Two year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.05,5965.95,5813,No,0,74,
0177-PXBAT,United States,California,Desert Center,92239,33.889605,-115.257009,Male,Yes,Yes,No,33,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),109.9,3694.7,5655,No,0,59,
2519-ERQOJ,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,Male,Yes,No,No,33,Month-to-month,No,DSL,No phone service,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,54.6,1803.7,5322,No,0,30,
5876-QMYLD,United States,California,Earp,92242,34.137742,-114.365140,Female,No,Yes,No,23,One year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.05,415.1,3742,No,0,9,
2277-AXSDC,United States,California,El Centro,92243,32.770393,-115.609150,Female,No,No,No,32,One year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.75,624.15,4691,No,0,46,
9442-JTWDL,United States,California,Heber,92249,32.730583,-115.501083,Female,No,No,No,11,One year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.05,237.7,5355,No,0,48,
3067-SVMTC,United States,California,Imperial,92251,32.858595,-115.662709,Female,No,Yes,No,68,One year,Yes,DSL,No,No,No,Yes,Yes,No,No,No,Bank transfer (automatic),55.9,3848.8,5160,No,0,77,
5495-GPSRW,United States,California,Joshua Tree,92252,34.167236,-116.281511,Male,No,No,No,20,Two year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.7,419.4,2120,No,0,56,
7606-BPHHN,United States,California,La Quinta,92253,33.695532,-116.310571,Male,No,No,No,72,Two year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.8,1468.75,5368,No,0,9,
4742-DRORA,United States,California,Mecca,92254,33.543835,-115.993906,Male,No,Yes,No,60,One year,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),95.4,5812,4149,No,0,46,
0111-KLBQG,United States,California,Morongo Valley,92256,34.097863,-116.594561,Male,Yes,Yes,Yes,32,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Yes,Mailed check,93.95,2861.45,2844,No,0,62,
4163-NCJAK,United States,California,Palm Desert,92260,33.694501,-116.412711,Female,No,Yes,No,46,One year,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),24.45,1066.15,2438,No,0,76,
5233-AOZUF,United States,California,Palm Springs,92262,33.839989,-116.659215,Female,No,Yes,No,29,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Electronic check,74.95,2149.05,3483,No,0,80,
5973-EJGDP,United States,California,Palm Springs,92264,33.745746,-116.514215,Male,No,No,No,51,Month-to-month,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Electronic check,87.35,4473,4899,No,0,28,
1996-DBMUS,United States,California,Palo Verde,92266,33.324900,-114.758334,Female,Yes,Yes,No,48,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),70.65,3545.05,5523,No,0,71,
7916-VCCPB,United States,California,Parker Dam,92267,34.273872,-114.192901,Female,No,Yes,Yes,16,Month-to-month,Yes,Fiber optic,No,No,No,No,No,Yes,No,No,Bank transfer (automatic),73.25,1195.75,3624,No,0,22,
4686-GEFRM,United States,California,Pioneertown,92268,34.201108,-116.593456,Male,No,Yes,No,70,Two year,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),98.7,6858.9,5582,No,0,57,
5249-QYHEX,United States,California,Rancho Mirage,92270,33.763678,-116.429928,Female,No,Yes,Yes,40,Two year,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.8,1024.7,3021,No,0,72,
2233-FAGXV,United States,California,Salton City,92275,33.281560,-115.955541,Female,No,Yes,Yes,5,Month-to-month,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.3,132.25,3181,No,0,20,
5605-IYGFG,United States,California,Thousand Palms,92276,33.849263,-116.382778,Female,No,No,No,7,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),69.85,515.45,5501,No,0,51,
7663-ZTEGJ,United States,California,Twentynine Palms,92277,34.172110,-115.769773,Male,No,No,No,29,One year,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),100.55,2830.45,3055,No,0,77,
3935-TBRZZ,United States,California,Twentynine Palms,92278,34.457829,-116.139589,Male,No,Yes,No,44,One year,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.7,1110.5,3037,No,0,80,
8111-BKVDS,United States,California,Vidal,92280,34.264124,-114.717964,Female,No,No,No,10,Month-to-month,No,DSL,No phone service,No,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),40.7,449.3,2164,No,0,26,
2055-SIFSS,United States,California,Westmorland,92281,33.036790,-115.605030,Female,Yes,Yes,No,55,Month-to-month,Yes,DSL,Yes,No,No,No,No,No,No,No,Bank transfer (automatic),51.65,2838.55,4763,No,0,24,
2806-MLNTI,United States,California,White Water,92282,33.972293,-116.654195,Male,Yes,Yes,No,52,One year,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),105.1,5376.4,4621,No,0,47,
8734-DKSTZ,United States,California,Winterhaven,92283,32.852947,-114.850784,Female,No,Yes,Yes,10,Month-to-month,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No,Electronic check,85.95,858.6,4922,No,0,20,
4360-PNRQB,United States,California,Yucca Valley,92284,34.159534,-116.425984,Male,No,No,No,18,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Bank transfer (automatic),75.6,1395.05,4030,No,0,78,
